time,inning,,pitcher,batter,outcome,x,y,vs,ve,top,bot,pfx_x,pfx_z,px,pz,x0,y0,z0,vxo,vxo,vxo,break_y,break_angle,break_length,some,stuff,idk,pitchtype,type_conf,pitch_zone,nasty,spind_dir,spin_rate,comments
2014-04-17 17:25:37 -0500,8,Bottom,Brian Wilson,Buster Posey,B,90.13,117.43,95,87.3,3.39,1.53,-10.41,4.27,0.313,3.672,-1.329,50,5.607,8.222,-139.125,-0.995,-20.391,31.286,-23.724,23.8,37.8,6.3,FT,0.739,12,53,247.49,2301.7,
2014-04-17 17:26:01 -0500,8,Bottom,Brian Wilson,Buster Posey,X,103.86,132.97,94.7,87.3,3.44,1.58,-4.05,7.91,-0.083,2.988,-1.42,50,5.51,5.106,-138.758,-3.876,-7.898,30.652,-16.656,23.8,21.2,3.9,FF,0.926,2,32,206.973,1820.536,
2014-04-17 17:29:06 -0500,9,Top,Jeremy Affeldt,Juan Uribe,S,108.15,155.42,89.8,83.7,3.42,1.64,9.73,4.63,-0.227,2.136,2.268,50,6.152,-9.795,-131.148,-5.86,17.172,24.227,-23.936,23.9,-31.8,6.7,FT,0.901,8,43,115.629,2106.879,
2014-04-17 17:29:46 -0500,9,Top,Jeremy Affeldt,Juan Uribe,B,90.13,201.18,86.6,81.5,3.5,1.71,6.81,3.41,0.295,0.116,2.254,50,5.949,-7.156,-126.434,-9.399,11.216,21.576,-26.481,23.9,-19.9,7.3,CH,0.977,14,26,116.912,1443.291,
2014-04-17 17:30:10 -0500,9,Top,Jeremy Affeldt,Juan Uribe,S,84.12,144.2,74.6,69,3.38,1.56,-8.68,-8.12,0.454,2.475,2.303,50,6.63,-1.553,-109.353,0.812,-10.383,21.529,-41.816,23.8,14.3,14.6,CU,0.901,6,26,312.882,1879.863,
2014-04-17 17:30:33 -0500,9,Top,Jeremy Affeldt,Juan Uribe,X,69.53,173.55,90.8,84,3.42,1.64,9.13,6.01,0.929,1.271,2.073,50,6.132,-6.109,-132.814,-8.672,16.308,28.421,-21.366,23.8,-33.1,6.3,FT,0.907,14,68,123.535,2137.095,
2014-04-17 17:31:15 -0500,9,Top,Jeremy Affeldt,Tim Federowicz,S,86.7,132.11,90.1,83.7,3.24,1.48,8.75,6.23,0.472,3.004,2.271,50,6.209,-7.679,-131.79,-4.355,15.552,25.159,-21.024,23.8,-32.9,5.9,FT,0.911,3,56,125.639,2106.548,
2014-04-17 17:31:37 -0500,9,Top,Jeremy Affeldt,Tim Federowicz,B,63.52,189.1,91.4,85.3,3.31,1.49,8.92,4.85,1.138,0.636,2.273,50,5.884,-6.08,-133.588,-9.51,16.292,26.04,-23.251,23.9,-31.3,6.5,FT,0.908,14,55,118.71,2017.322,
2014-04-17 17:31:59 -0500,9,Top,Jeremy Affeldt,Tim Federowicz,B,66.95,132.97,89.8,81.8,3.31,1.49,9.72,6.64,1.012,3.01,2.313,50,6.222,-6.609,-131.519,-4.296,16.788,31.498,-20.636,23.7,-35.2,6.2,FT,0.911,12,67,124.501,2247.078,
2014-04-17 17:32:18 -0500,9,Top,Jeremy Affeldt,Tim Federowicz,S,72.1,149.38,90.6,83.9,3.24,1.48,8.56,7.07,0.914,2.387,2.295,50,6.103,-6.541,-132.575,-6.038,15.32,26.926,-19.451,23.8,-34.2,5.7,FT,0.909,12,57,129.71,2179.237,
2014-04-17 17:32:41 -0500,9,Top,Jeremy Affeldt,Tim Federowicz,X,55.79,170.1,86.9,79.4,3.24,1.48,8.5,3.55,1.365,1.475,2.579,50,5.974,-5.778,-127.249,-5.948,13.72,29.867,-26.363,23.7,-24.2,7.7,CH,0.644,14,33,112.955,1698.753,
2014-04-17 17:33:26 -0500,9,Top,Jeremy Affeldt,Carl Crawford,B,121.03,183.05,74.7,69.6,3.72,1.78,-2.87,-9.35,-0.654,0.946,2.087,50,6.425,-5.092,-109.387,-1.706,-3.441,21.195,-43.315,23.9,5.5,14.8,CU,0.9,13,78,342.838,1546.486,
2014-04-17 17:33:45 -0500,9,Top,Jeremy Affeldt,Carl Crawford,X,108.15,146.79,90.8,84.2,3.61,1.76,9.13,4.42,-0.246,2.462,2.089,50,6.076,-9.259,-132.749,-4.904,16.41,26.531,-24.16,23.8,-30.3,6.6,FT,0.911,4,32,116.03,1995.845,
2014-04-17 17:36:31 -0500,9,Bottom,Kenley Jansen,Michael Morse,B,104.72,177.87,92.9,86.3,3.42,1.56,3.44,9.12,-0.124,1.129,-2.181,50,6.069,4.325,-135.819,-10.492,6.466,28.255,-14.974,23.8,-23.1,4,FC,0.91,13,37,159.399,1962.793,
2014-04-17 17:36:49 -0500,9,Bottom,Kenley Jansen,Michael Morse,S,100.43,138.15,91.8,85.1,3.58,1.68,2.45,8.24,-0.028,2.71,-2.234,50,6.199,5.02,-134.451,-6.097,4.507,27.762,-16.932,23.8,-16.8,4.2,FC,0.907,5,18,163.529,1715.071,
2014-04-17 17:37:14 -0500,9,Bottom,Kenley Jansen,Michael Morse,S,91.85,193.41,94.2,88.4,3.58,1.68,2.66,7.68,0.265,0.476,-2.215,50,6.042,5.831,-137.44,-12.076,5.178,25.378,-17.154,23.9,-17.7,4.2,FC,0.907,14,25,160.98,1677.043,
2014-04-17 17:37:38 -0500,9,Bottom,Kenley Jansen,Michael Morse,S,100.43,139.88,94.7,87.9,3.58,1.68,1.56,8.13,0.026,2.693,-2.297,50,6.177,5.819,-138.592,-6.618,3.052,28.765,-16.167,23.8,-13.5,3.7,FC,0.864,5,18,169.207,1705.8,
2014-04-17 17:38:03 -0500,9,Bottom,Kenley Jansen,Michael Morse,S,75.54,199.46,83.3,79.2,3.58,1.68,4.21,-3.53,0.813,0.248,-1.948,50,6.225,5.364,-121.818,-6.753,6.44,19.665,-37.507,24,-10.4,10.3,SL,0.909,14,44,50.371,995.805,
2014-04-17 17:38:51 -0500,9,Bottom,Kenley Jansen,Brandon Belt,S,86.7,172.69,93.7,87.5,3.27,1.58,3.74,9.46,0.408,1.237,-2.257,50,6.12,5.915,-136.812,-10.697,7.187,26.364,-13.935,23.9,-27.3,3.8,FC,0.91,14,65,158.495,2078.841,
2014-04-17 17:39:13 -0500,9,Bottom,Kenley Jansen,Brandon Belt,X,114.16,158.01,95.3,88.8,3.27,1.58,4.59,7.29,-0.413,1.982,-2.325,50,6.139,3.639,-139.417,-8.317,9.128,28.008,-17.588,23.9,-27,4.4,FC,0.912,7,39,147.963,1790.544,
2014-04-17 17:40:10 -0500,9,Bottom,Kenley Jansen,Hector Sanchez,B,133.05,120.02,95.2,88.5,3.24,1.48,3.05,8.24,-0.97,3.497,-2.246,50,6.384,2.432,-139.501,-5.151,6.082,28.223,-15.684,23.9,-21.4,3.6,FC,0.911,11,81,159.756,1827.854,
2014-04-17 17:40:33 -0500,9,Bottom,Kenley Jansen,Hector Sanchez,S,108.15,145.92,93.7,87.4,3.24,1.51,2.7,8.42,-0.248,2.484,-2.336,50,6.182,4.726,-137.15,-7.156,5.22,26.564,-15.853,23.9,-19.5,3.8,FC,0.909,4,26,162.266,1812.599,
2014-04-17 17:41:34 -0500,9,Bottom,Kenley Jansen,Hector Sanchez,S,88.41,141.61,95.3,87.5,3.24,1.51,2.69,8.58,0.362,2.602,-2.399,50,6.193,6.622,-139.454,-7.072,5.274,33.2,-15.312,23.8,-21.8,3.8,FC,0.904,6,33,162.633,1838.008,
2014-04-17 17:42:06 -0500,9,Bottom,Kenley Jansen,Hector Sanchez,B,127.04,112.25,96.1,89.3,3.27,1.49,-4.24,7.93,-0.743,3.896,-2.063,50,6.184,5.225,-140.762,-3.523,-8.6,28.45,-16.011,23.8,24.4,3.7,FF,0.93,11,41,208.015,1886.994,
2014-04-17 17:42:50 -0500,9,Bottom,Kenley Jansen,Hector Sanchez,S,159.66,146.79,95.3,87.6,3.24,1.51,-5.05,8.17,-1.783,2.332,-2.158,50,6.162,2.834,-139.522,-7.621,-9.917,32.251,-16.048,23.8,27.6,4.1,FF,0.931,13,20,211.589,1968.522,
2014-04-17 17:43:30 -0500,9,Bottom,Kenley Jansen,Gregor Blanco,S,108.15,146.79,92.9,85.9,3.12,1.41,1.6,9.16,-0.136,2.41,-2.265,50,6.186,5.166,-136.002,-7.372,2.998,29.229,-14.916,23.8,-13.8,3.7,FC,0.901,5,40,170.147,1868.544,
2014-04-17 17:44:08 -0500,9,Bottom,Kenley Jansen,Gregor Blanco,S,124.46,167.51,94.6,87.4,3.17,1.55,-4.79,9.15,-0.718,1.608,-1.967,50,6.036,5.12,-138.331,-9.49,-9.317,30.038,-14.322,23.8,26.8,3.8,FF,0.931,13,56,207.559,2111.924,
2014-04-17 17:44:38 -0500,9,Bottom,Kenley Jansen,Gregor Blanco,B,109.87,109.66,96.4,88.4,3.09,1.41,2.32,10.31,-0.241,3.968,-2.14,50,6.433,4.449,-141.25,-4.822,4.662,33.449,-11.359,23.8,-24.5,2.8,FC,0.893,11,30,167.377,2190.881,
2014-04-17 17:45:02 -0500,9,Bottom,Kenley Jansen,Gregor Blanco,B,141.63,120.88,96.1,88.2,3.12,1.45,-5.4,10,-1.251,3.555,-1.961,50,6.325,3.919,-140.846,-5.521,-10.808,32.8,-12.075,23.8,36.6,3.4,FF,0.931,11,44,208.267,2350.639,
2014-04-17 17:46:12 -0500,9,Bottom,Kenley Jansen,Gregor Blanco,S,112.45,145.06,95.6,88.7,3.17,1.55,3.76,10.07,-0.411,2.463,-2.269,50,6.199,3.794,-139.868,-8.19,7.509,29.092,-11.983,23.8,-31.2,3.2,FC,0.912,4,38,159.601,2234.455,
2014-04-17 17:46:39 -0500,9,Bottom,Kenley Jansen,Gregor Blanco,B,86.7,101.89,95.5,88.8,3.09,1.45,2.7,7.08,0.422,4.366,-2.133,50,6.343,6.117,-139.975,-2.264,5.414,28.379,-17.9,23.8,-19.8,3.9,FC,0.883,12,30,159.23,1582.283,
2014-04-17 17:47:04 -0500,9,Bottom,Kenley Jansen,Gregor Blanco,B,129.61,170.96,94.4,87.7,3.05,1.52,4.06,7.05,-0.82,1.372,-2.231,50,6.094,2.412,-138.066,-9.539,7.893,28.836,-18.411,23.8,-22.3,4.6,FC,0.912,13,63,150.167,1667.147,
2014-04-17 17:48:25 -0500,9,Bottom,Kenley Jansen,Ehire Adrianza,B,139.91,120.88,91,85,3.2,1.45,4.99,6.02,-1.254,3.509,-2.561,50,6.157,1.742,-133.392,-3.034,9.129,24.812,-21.1,23.9,-23.5,5.2,FC,0.908,11,79,140.5,1560.906,
2014-04-17 17:48:46 -0500,9,Bottom,Kenley Jansen,Ehire Adrianza,S,110.73,148.51,92.2,86.4,3.24,1.48,3.12,8.07,-0.292,2.354,-2.216,50,6.157,4.073,-134.915,-7.046,5.849,24.388,-16.962,23.9,-19.7,4.2,FC,0.908,4,26,158.97,1752.544,
2014-04-17 17:49:06 -0500,9,Bottom,Kenley Jansen,Ehire Adrianza,S,140.77,132.97,93.3,86.2,3.24,1.56,2.51,9.4,-1.19,3.02,-2.242,50,6.212,1.962,-136.733,-5.995,4.765,29.198,-14.247,23.8,-18.4,3.5,FC,0.911,11,56,165.117,1968.159,
2014-04-17 17:49:27 -0500,9,Bottom,Kenley Jansen,Ehire Adrianza,X,118.45,155.42,95,87.6,3.27,1.58,2.1,7.43,-0.573,2.083,-2.423,50,6.201,4.324,-139.035,-8.096,4.111,31.535,-17.573,23.8,-14.6,4.2,FC,0.906,7,42,164.277,1582.802,
2014-04-17 17:50:25 -0500,9,Bottom,Kenley Jansen,Brandon Crawford,S,113.3,121.75,93.6,86,3.31,1.48,1.3,10.33,-0.373,3.538,-2.312,50,6.257,4.787,-137.157,-5.042,2.467,31.347,-12.496,23.8,-14.5,3,FC,0.88,11,65,172.856,2097.74,
2014-04-17 17:50:47 -0500,9,Bottom,Kenley Jansen,Brandon Crawford,B,141.63,173.55,95.1,88.6,3.42,1.41,3.21,7.66,-1.315,1.371,-2.389,50,6.017,1.813,-139.093,-9.746,6.353,28.037,-16.938,23.9,-19.5,4.1,FC,0.912,13,34,157.367,1721.778,
2014-04-17 17:51:08 -0500,9,Bottom,Kenley Jansen,Brandon Crawford,B,110.73,180.46,95.1,88.8,3.31,1.48,2.86,8.49,-0.243,1.018,-2.104,50,5.98,4.108,-139.031,-10.921,5.672,27.539,-15.273,23.9,-20.3,3.8,FC,0.911,13,24,161.45,1860.279,
2014-04-17 17:51:39 -0500,9,Bottom,Kenley Jansen,Brandon Crawford,S,128.76,150.24,94.8,88.7,3.31,1.48,3.48,9.03,-0.89,2.25,-2.42,50,6.114,2.969,-138.754,-8.084,6.906,26.141,-14.201,23.9,-25.3,3.5,FC,0.912,13,48,158.983,2013.171,
2014-04-17 17:52:02 -0500,9,Bottom,Kenley Jansen,Brandon Crawford,S,92.7,147.65,95.7,87.7,3.31,1.48,3.69,10.81,0.29,2.394,-2.093,50,6.191,5.251,-139.99,-8.505,7.266,33.646,-10.802,23.8,-33.5,3.2,FC,0.912,6,26,161.225,2339.385,
2014-04-17 17:52:26 -0500,9,Bottom,Kenley Jansen,Brandon Crawford,S,103,169.24,95.8,88.6,3.31,1.48,3.11,9.23,-0.035,1.505,-2.217,50,6.088,4.918,-140.026,-10.207,6.196,30.786,-13.724,23.8,-24.4,3.6,FC,0.911,8,33,161.438,2016.483,
2014-04-17 17:53:02 -0500,9,Bottom,Kenley Jansen,Brandon Crawford,X,125.32,145.92,95.1,88,3.31,1.48,2.6,9.37,-0.74,2.487,-2.375,50,6.159,3.57,-139.256,-7.644,5.134,29.921,-13.616,23.8,-21.1,3.4,FC,0.91,11,43,164.538,2006.01,
