time,inning,,pitcher,batter,outcome,x,y,vs,ve,top,bot,pfx_x,pfx_z,px,pz,x0,y0,z0,vxo,vxo,vxo,break_y,break_angle,break_length,some,stuff,idk,pitchtype,type_conf,pitch_zone,nasty,spind_dir,spin_rate,comments
2014-04-17 14:45:22 -0500,1,Top,Madison Bumgarner,Dee Gordon,S,122.75,147.65,92.3,86.2,3.24,1.49,6.52,5.85,-0.708,2.432,3.296,50,5.643,-12.998,-134.707,-4.646,12.175,24.639,-21.171,23.9,-24.2,5.2,FT,0.532,4,53,132.106,1767.37,
2014-04-17 14:45:38 -0500,1,Top,Madison Bumgarner,Dee Gordon,B,71.24,129.52,92.9,86.5,3.5,1.64,5.8,7.54,0.909,3.179,3.318,50,5.825,-8.544,-135.947,-3.849,11.011,25.841,-17.781,23.9,-27,4.4,FF,0.959,12,62,142.584,1933.902,
2014-04-17 14:45:55 -0500,1,Top,Madison Bumgarner,Dee Gordon,B,89.27,170.1,92.6,86.3,3.43,1.49,6.9,7.18,0.319,1.445,3.427,50,5.487,-10.756,-135.121,-7.378,12.951,25.307,-18.635,23.9,-28.9,4.9,FT,0.877,14,53,136.273,2011.654,
2014-04-17 14:46:12 -0500,1,Top,Madison Bumgarner,Dee Gordon,S,125.32,155.42,92.3,85,3.43,1.5,8.16,6.87,-0.781,2.112,3.275,50,5.546,-13.607,-134.596,-5.472,15,28.707,-19.47,23.8,-30.6,5.3,FT,0.903,13,60,130.263,2118.77,
2014-04-17 14:46:33 -0500,1,Top,Madison Bumgarner,Dee Gordon,S,117.6,130.38,92.8,85.7,3.35,1.5,7.31,7.79,-0.515,3.209,3.196,50,5.65,-12.503,-135.436,-3.278,13.683,27.62,-17.53,23.8,-31.6,4.6,FT,0.9,1,59,136.944,2146.859,
2014-04-17 14:47:11 -0500,1,Top,Madison Bumgarner,Justin Turner,S,100.43,154.56,92.7,86.4,3.52,1.6,6.3,7.56,-0.007,2.206,3.235,50,5.664,-10.93,-135.443,-5.987,11.877,25.458,-17.843,23.9,-27.6,4.6,FF,0.807,8,41,140.35,1993.701,
2014-04-17 14:47:34 -0500,1,Top,Madison Bumgarner,Justin Turner,S,97.85,138.15,87.9,82.3,3.52,1.6,-0.29,4.38,0.109,2.776,3.472,50,5.873,-8.502,-128.658,-3.096,-0.493,22.806,-24.644,23.9,4.3,6,SL,0.911,5,20,183.744,850.921,
2014-04-17 14:48:00 -0500,1,Top,Madison Bumgarner,Justin Turner,B,144.21,125.2,92.8,85.5,3.61,1.49,7.8,7.86,-1.317,3.354,3.203,50,5.767,-14.804,-135.242,-3.186,14.514,28.308,-17.487,23.8,-32.3,4.7,FT,0.908,11,36,135.34,2215.037,
2014-04-17 14:48:18 -0500,1,Top,Madison Bumgarner,Justin Turner,S,105.58,148.51,88.7,83.1,3.52,1.6,4.23,6.3,-0.173,2.326,3.472,50,5.723,-10.818,-129.584,-4.648,7.32,22.391,-21.188,23.9,-14.2,5.3,SL,0.555,5,27,146.326,1477.978,
2014-04-17 14:48:43 -0500,1,Top,Madison Bumgarner,Justin Turner,B,36.91,168.37,75.5,69.6,3.54,1.53,-3.99,-6.92,1.955,1.569,3.667,50,5.973,-2.595,-110.773,-0.225,-4.877,22.961,-40.548,23.8,7.4,13.6,CU,0.896,14,24,329.785,1269.176,
2014-04-17 14:49:05 -0500,1,Top,Madison Bumgarner,Justin Turner,S,94.42,132.97,87.9,81.4,3.52,1.6,1.88,3.03,0.122,3.011,3.623,50,5.801,-9.525,-128.58,-1.782,3.16,25.623,-27.007,23.8,-2.9,6.6,SL,0.923,2,23,148.552,683.383,
2014-04-17 14:49:37 -0500,1,Top,Madison Bumgarner,Justin Turner,S,112.45,116.57,92.3,85.2,3.52,1.6,6.63,8.94,-0.391,3.63,3.444,50,5.797,-12.528,-134.763,-2.86,12.263,27.656,-15.57,23.8,-31.1,4.1,FF,0.84,11,49,143.553,2222.154,
2014-04-17 14:50:02 -0500,1,Top,Madison Bumgarner,Justin Turner,X,79.83,152.83,88.5,82.5,3.52,1.6,3.66,5.61,0.647,2.164,3.57,50,5.662,-8.728,-129.394,-4.606,6.275,23.81,-22.475,23.9,-11.6,5.6,SL,0.802,9,42,147.099,1295.213,
2014-04-17 14:50:45 -0500,1,Top,Madison Bumgarner,Yasiel Puig,B,138.2,152.83,93.8,87,3.72,1.67,6.84,7.73,-1.15,2.138,3.3,50,5.627,-14.466,-136.624,-6.249,13.065,27.258,-17.35,23.8,-28.9,4.5,FT,0.841,13,65,138.61,2098.241,
2014-04-17 14:51:06 -0500,1,Top,Madison Bumgarner,Yasiel Puig,B,139.91,136.43,93.8,86.4,3.76,1.64,7.04,8.88,-1.179,2.875,3.259,50,5.709,-14.473,-136.755,-4.845,13.385,29.23,-15.223,23.8,-32.5,4.1,FT,0.866,11,58,141.705,2291.302,
2014-04-17 14:51:37 -0500,1,Top,Madison Bumgarner,Yasiel Puig,S,130.47,138.15,89.1,82.7,3.51,1.63,2.05,4.07,-0.881,2.801,3.366,50,5.723,-11.626,-130.116,-2.659,3.539,25.635,-25.079,23.8,-3.1,6,SL,0.904,11,51,153.491,884.038,
2014-04-17 14:52:05 -0500,1,Top,Madison Bumgarner,Yasiel Puig,S,115.88,131.24,87.6,81.2,3.51,1.63,1.48,3.24,-0.432,3.177,3.379,50,5.723,-10.139,-128.04,-1.179,2.47,25.211,-26.701,23.8,-1.2,6.5,SL,0.923,1,38,155.711,680.357,
2014-04-17 14:52:42 -0500,1,Top,Madison Bumgarner,Yasiel Puig,S,112.45,112.25,92.8,85,3.51,1.63,5.71,8.43,-0.328,3.855,3.406,50,5.705,-11.959,-135.567,-1.865,10.589,30.539,-16.469,23.8,-25.1,4.1,FF,0.958,11,47,146.012,2027.023,
2014-04-17 14:55:05 -0500,1,Bottom,Hyun-Jin Ryu,Joaquin Arias,B,87.55,113.98,86.8,81.2,3.35,1.42,6.71,8.43,0.379,3.865,2.386,50,6.207,-7.285,-127.049,-2.354,11.18,21.193,-18.052,23.9,-28.5,5.1,FT,0.822,12,41,141.633,2056.776,
2014-04-17 14:55:20 -0500,1,Bottom,Hyun-Jin Ryu,Joaquin Arias,S,124.46,132.97,88.5,81.9,3.44,1.64,7.22,9.14,-0.755,3.018,2.162,50,6.113,-9.878,-129.323,-4.706,12.32,25.063,-16.506,23.8,-31,4.8,FT,0.901,11,62,141.823,2235.983,
2014-04-17 14:55:41 -0500,1,Bottom,Hyun-Jin Ryu,Joaquin Arias,X,127.04,139.88,88.6,82.1,3.44,1.64,7.85,8.1,-0.823,2.704,2.061,50,6.096,-10.01,-129.403,-5.135,13.416,24.94,-18.251,23.8,-31,5.3,FT,0.896,11,58,136.063,2167.705,
2014-04-17 14:56:21 -0500,1,Bottom,Hyun-Jin Ryu,Hunter Pence,S,95.28,158.01,81.4,75.7,3.41,1.67,11.12,4.59,0.153,1.97,2.266,50,5.978,-8.39,-118.987,-4.047,16.069,21.037,-25.458,23.9,-29.3,8.4,CH,0.906,8,55,112.683,2123.496,
2014-04-17 14:56:35 -0500,1,Bottom,Hyun-Jin Ryu,Hunter Pence,X,79.83,151.97,89.2,83.4,3.41,1.67,7.95,8.28,0.649,2.217,2.28,50,5.972,-6.919,-130.505,-6.353,13.941,23.109,-17.587,23.9,-34.4,5.2,FT,0.897,9,56,136.298,2243.069,
2014-04-17 14:57:16 -0500,1,Bottom,Hyun-Jin Ryu,Pablo Sandoval,S,83.26,151.1,70.7,65.5,3.28,1.49,-3.17,-8.44,0.499,2.246,2.402,50,6.472,-3.039,-103.639,1.512,-3.4,19.384,-41.16,23.8,5.4,15.5,CU,0.9,6,75,339.277,1344.928,
2014-04-17 14:57:36 -0500,1,Bottom,Hyun-Jin Ryu,Pablo Sandoval,B,149.36,170.96,82,78,3.2,1.53,0.49,0.6,-1.504,1.395,2.156,50,6.141,-8.909,-119.824,-4.835,0.726,17.134,-31.209,24,0.6,8.6,SL,0.904,13,30,143.046,146.212,
2014-04-17 14:58:11 -0500,1,Bottom,Hyun-Jin Ryu,Pablo Sandoval,B,42.06,146.79,81.5,75.8,3.16,1.53,9.31,6.08,1.77,2.415,2.537,50,6.014,-4.675,-119.389,-3.588,13.534,21.47,-23.256,23.8,-28.1,7.5,CH,0.906,12,16,123.383,1969.554,
2014-04-17 14:58:35 -0500,1,Bottom,Hyun-Jin Ryu,Pablo Sandoval,B,57.51,133.84,89.5,83,3.13,1.53,6.25,9.69,1.29,3.01,2.409,50,6.057,-5.018,-131.073,-5.005,10.969,25.476,-15.101,23.8,-32,4.4,FT,0.928,12,69,147.281,2246.133,
2014-04-17 14:58:59 -0500,1,Bottom,Hyun-Jin Ryu,Pablo Sandoval,S,62.66,158.88,81.7,77,3.2,1.53,7.74,4.29,1.173,1.833,2.317,50,6.034,-5.126,-119.637,-4.599,11.443,18.637,-25.755,23.9,-22.1,7.8,CH,0.902,14,55,119.291,1591.054,
2014-04-17 14:59:28 -0500,1,Bottom,Hyun-Jin Ryu,Pablo Sandoval,X,130.47,133.84,89.8,83.8,3.2,1.53,7.3,8.18,-0.883,3.013,2.009,50,6.089,-10.024,-131.244,-4.652,12.933,23.534,-17.597,23.9,-31.3,4.9,FT,0.905,11,70,138.421,2154.133,
2014-04-17 15:00:08 -0500,1,Bottom,Hyun-Jin Ryu,Buster Posey,B,48.07,131.24,70.2,64.8,3.44,1.49,-3.47,-11.57,1.605,3.101,2.443,50,6.492,-0.782,-102.851,4.128,-3.672,19.125,-44.338,23.8,5,16.8,CU,0.905,12,67,343.204,1792.289,
2014-04-17 15:00:27 -0500,1,Bottom,Hyun-Jin Ryu,Buster Posey,S,79.83,142.47,80.5,75.2,3.44,1.58,-1.97,0.48,0.612,2.612,2.414,50,6.148,-3.611,-117.955,-1.547,-2.807,20.482,-31.418,23.9,6,9.1,SL,0.905,6,34,254.926,357.548,
2014-04-17 15:00:46 -0500,1,Bottom,Hyun-Jin Ryu,Buster Posey,S,123.61,123.47,91,84.9,3.44,1.58,5.28,8.63,-0.728,3.384,1.955,50,6.185,-8.913,-133.073,-4.31,9.611,24.284,-16.384,23.9,-25.1,4.2,FF,0.879,11,58,148.673,2015.264,
2014-04-17 15:01:14 -0500,1,Bottom,Hyun-Jin Ryu,Buster Posey,B,40.34,164.06,82.6,77.3,3.28,1.53,10.29,6.43,1.825,1.795,2.483,50,5.989,-4.796,-120.864,-5.389,15.445,20.411,-22.454,23.9,-32.2,7.4,CH,0.907,14,28,122.184,2190.507,
2014-04-17 15:01:34 -0500,1,Bottom,Hyun-Jin Ryu,Buster Posey,X,72.96,145.92,71,65.9,3.44,1.58,-3.49,-7.79,0.872,2.454,2.243,50,6.511,-1.882,-104.096,1.601,-3.79,18.935,-40.572,23.8,5.7,15.1,CU,0.898,14,41,335.712,1284.097,
2014-04-17 15:04:17 -0500,2,Top,Madison Bumgarner,Adrian Gonzalez,S,115.88,148.51,86.4,80.8,3.46,1.67,1.82,4.51,-0.442,2.257,3.441,50,5.698,-10.334,-126.306,-3.706,2.982,22.274,-24.713,23.9,-2.9,6.3,SL,0.917,7,65,158.216,922.903,
2014-04-17 15:04:37 -0500,2,Top,Madison Bumgarner,Adrian Gonzalez,B,158.8,189.1,77.1,72.7,3.64,1.75,-6.47,-2.56,-1.742,0.624,3.239,50,5.73,-9.232,-112.632,-3.449,-8.368,19.073,-35.413,23.9,14.9,11.6,CU,0.904,13,10,291.16,1155.786,
2014-04-17 15:04:59 -0500,2,Top,Madison Bumgarner,Adrian Gonzalez,S,104.72,159.74,76,70.3,3.64,1.75,-4.54,-6.81,-0.197,1.878,3.58,50,5.86,-6.97,-111.309,0.567,-5.622,22.333,-40.537,23.8,9.5,13.4,CU,0.901,8,30,326.09,1313.423,
2014-04-17 15:05:21 -0500,2,Top,Madison Bumgarner,Adrian Gonzalez,S,66.09,124.34,92.2,85.1,3.64,1.75,5.37,9.95,1.123,3.388,3.592,50,5.717,-8.456,-134.979,-3.656,9.952,28.365,-13.674,23.8,-29.6,3.6,FF,0.951,12,57,151.723,2257.871,
2014-04-17 15:05:48 -0500,2,Top,Madison Bumgarner,Adrian Gonzalez,S,145.92,155.42,87.5,81.3,3.64,1.75,-0.2,3.21,-1.405,2.047,3.406,50,5.559,-12.087,-127.743,-3.569,-0.337,25.373,-26.783,23.8,5.3,6.7,SL,0.927,13,24,183.575,613.453,
2014-04-17 15:06:39 -0500,2,Top,Madison Bumgarner,Adrian Gonzalez,S,104.72,163.19,87.4,81.2,3.64,1.75,0.42,3.61,-0.101,1.836,3.542,50,5.645,-9.346,-127.717,-4.462,0.702,25.012,-26.099,23.8,2.1,6.6,SL,0.926,8,31,173.41,694.673,
2014-04-17 15:07:07 -0500,2,Top,Madison Bumgarner,Adrian Gonzalez,S,99.57,117.43,93,85.8,3.64,1.75,7.68,7.72,0.013,3.655,3.419,50,5.636,-11.839,-135.822,-2.049,14.431,28.193,-17.596,23.8,-33.7,4.7,FT,0.915,12,40,135.291,2191.066,
2014-04-17 15:07:49 -0500,2,Top,Madison Bumgarner,Matt Kemp,X,125.32,157.15,87.7,81.7,3.57,1.76,1.23,2.2,-0.8,2.006,3.457,50,5.569,-11.207,-128.047,-3.442,2.066,24.2,-28.407,23.9,-0.3,7,SL,0.93,13,84,151.259,486.78,
2014-04-17 15:08:28 -0500,2,Top,Madison Bumgarner,Scott Van Slyke,B,59.23,135.56,92.8,86.1,3.94,1.79,6.75,9.41,1.324,2.858,3.563,50,5.685,-8.394,-135.772,-4.946,12.735,26.849,-14.348,23.8,-36,4.1,FF,0.597,14,35,144.459,2340.93,
2014-04-17 15:08:44 -0500,2,Top,Madison Bumgarner,Scott Van Slyke,B,74.68,138.15,92.4,85.3,3.87,1.78,7.13,8.3,0.838,2.835,3.427,50,5.666,-9.402,-135.137,-4.451,13.255,28.071,-16.668,23.8,-32.9,4.6,FT,0.897,12,54,139.476,2189.994,
2014-04-17 15:09:02 -0500,2,Top,Madison Bumgarner,Scott Van Slyke,S,117.6,154.56,89.2,83.3,3.95,1.78,1.98,4.04,-0.474,2.135,3.359,50,5.628,-10.577,-130.276,-4.185,3.443,24.02,-25.072,23.9,-3.6,6,SL,0.881,7,45,154.138,878.934,
2014-04-17 15:09:27 -0500,2,Top,Madison Bumgarner,Scott Van Slyke,S,123.61,132.11,91.3,84.9,3.95,1.78,5.25,9.14,-0.645,3.138,3.285,50,5.756,-12.207,-133.33,-4.011,9.568,25.205,-15.441,23.8,-24.3,3.9,FF,0.928,4,43,150.24,2097.38,
2014-04-17 15:09:59 -0500,2,Top,Madison Bumgarner,Scott Van Slyke,S,136.48,152.83,88.2,82.7,3.95,1.78,1.11,4.96,-1.137,2.152,3.352,50,5.692,-11.871,-128.81,-4.456,1.904,22.4,-23.62,23.9,-0,5.8,SL,0.928,13,52,167.453,987.012,
2014-04-17 15:10:41 -0500,2,Top,Madison Bumgarner,Scott Van Slyke,S,106.44,151.1,92.4,86.5,3.95,1.78,4.4,9.3,-0.187,2.359,3.398,50,5.61,-11.169,-134.864,-6.007,8.278,23.602,-14.619,23.9,-22.2,3.6,FF,0.882,8,31,154.755,2087.882,
2014-04-17 15:11:08 -0500,2,Top,Madison Bumgarner,Scott Van Slyke,B,84.98,202.91,77.3,72,3.83,1.86,-6.63,-5.17,0.478,0.027,3.676,50,5.509,-5.207,-113.258,-3.509,-8.535,22.493,-38.759,23.9,13.3,12.7,CU,0.906,14,25,307.652,1380.868,
2014-04-17 15:11:37 -0500,2,Top,Madison Bumgarner,Scott Van Slyke,S,109.01,147.65,92.5,85.1,3.95,1.78,7.05,9.44,-0.277,2.368,3.347,50,5.644,-12.1,-134.997,-5.98,13.006,29.308,-14.68,23.8,-33.2,4.2,FT,0.887,7,37,143.372,2342.688,
2014-04-17 15:12:01 -0500,2,Top,Madison Bumgarner,Scott Van Slyke,B,133.91,188.23,76.9,71.3,3.94,1.9,-4.45,-6.24,-0.962,0.638,3.417,50,5.649,-8.393,-112.485,-2.008,-5.62,23.105,-39.977,23.8,9.8,13.2,CU,0.901,13,37,324.238,1240.255,
2014-04-17 15:12:41 -0500,2,Top,Madison Bumgarner,Juan Uribe,B,109.87,111.39,90.6,82.4,3.5,1.75,8.75,8.61,-0.343,3.913,3.49,50,5.766,-12.906,-132.189,-1.538,15.315,30.872,-17.026,23.7,-35.3,5,FT,0.905,11,58,134.687,2364.129,
2014-04-17 15:13:00 -0500,2,Top,Madison Bumgarner,Juan Uribe,X,128.76,153.69,86.6,80.6,3.42,1.64,2.47,4.06,-0.863,2.092,3.385,50,5.635,-11.443,-126.39,-3.791,4.029,23.525,-25.473,23.9,-4.5,6.5,SL,0.913,13,55,148.985,897.509,
2014-04-17 15:13:45 -0500,2,Top,Madison Bumgarner,Tim Federowicz,S,130.47,127.79,92,84.5,3.35,1.49,5.94,7.94,-0.916,3.22,3.177,50,5.682,-12.894,-134.219,-3.202,10.846,28.948,-17.608,23.8,-23.9,4.5,FF,0.941,11,79,143.329,1962.982,
2014-04-17 15:14:07 -0500,2,Top,Madison Bumgarner,Tim Federowicz,B,133.05,126.06,87.7,81.6,3.39,1.49,2.43,4.55,-0.986,3.336,3.473,50,5.677,-12.128,-128.088,-1.129,4.084,23.921,-24.457,23.8,-4.5,6,SL,0.925,11,58,152.113,988.917,
2014-04-17 15:14:30 -0500,2,Top,Madison Bumgarner,Tim Federowicz,S,139.06,140.74,91.5,85.5,3.24,1.48,5.54,7.05,-1.152,2.732,3.164,50,5.685,-13.376,-133.517,-4.234,10.182,24.06,-19.157,23.9,-21.5,4.7,FF,0.943,11,52,141.968,1795.721,
2014-04-17 15:14:54 -0500,2,Top,Madison Bumgarner,Tim Federowicz,X,99.57,158.01,89.7,83.2,3.24,1.48,1.77,5.27,-0.016,1.971,3.576,50,5.558,-9.912,-131.059,-4.89,3.087,26.295,-22.88,23.8,-2.9,5.5,SL,0.848,8,20,161.628,1084.084,
2014-04-17 15:15:42 -0500,2,Top,Madison Bumgarner,Hyun-Jin Ryu,S,104.72,122.61,88.9,82,3.53,1.6,6.45,8.94,-0.108,3.411,3.373,50,5.652,-11.096,-129.873,-2.494,11.064,26.03,-16.764,23.8,-27.2,4.6,FF,0.441,2,54,144.324,2119.153,
2014-04-17 15:16:00 -0500,2,Top,Madison Bumgarner,Hyun-Jin Ryu,S,116.74,135.56,90.6,83.9,3.46,1.58,5.41,8.45,-0.465,2.883,3.316,50,5.633,-11.756,-132.286,-3.964,9.672,25.987,-17.006,23.8,-22.7,4.4,FF,0.935,1,41,147.477,1972.892,
2014-04-17 15:16:20 -0500,2,Top,Madison Bumgarner,Hyun-Jin Ryu,S,110.73,131.24,91.8,84.3,3.46,1.58,7.2,10.07,-0.333,3.058,3.372,50,5.7,-12.271,-133.972,-4.378,13.074,29.065,-13.801,23.8,-35.3,4,FT,0.877,1,46,144.566,2441.924,Madison Bumgarner is trying to tie up Hyun-Jin Ryu with fastballs inside; Ryu is hitting .000 on pitches in that location compared to .091 overall.
2014-04-17 15:16:45 -0500,2,Top,Madison Bumgarner,Hyun-Jin Ryu,B,90.99,111.39,91.5,83.5,3.5,1.56,7.07,9.74,0.268,3.914,3.466,50,5.905,-10.831,-133.71,-2.472,12.705,30.694,-14.585,23.7,-34.1,4.1,FT,0.853,12,55,144.16,2354.246,
2014-04-17 15:17:08 -0500,2,Top,Madison Bumgarner,Hyun-Jin Ryu,B,121.89,169.24,87.8,82.4,3.53,1.6,-0.86,2.66,-0.669,1.475,3.309,50,5.572,-9.853,-128.3,-5.027,-1.451,22.871,-27.597,23.9,6,6.8,SL,0.923,13,59,197.588,542.94,
2014-04-17 15:17:27 -0500,2,Top,Madison Bumgarner,Hyun-Jin Ryu,X,123.61,135.56,92.8,85.5,3.46,1.58,6.37,8.14,-0.718,2.902,3.184,50,5.655,-12.656,-135.44,-4.201,11.851,28.964,-16.955,23.8,-27.3,4.4,FF,0.742,11,48,142.093,2066.161,
2014-04-17 15:20:35 -0500,2,Bottom,Hyun-Jin Ryu,Michael Morse,B,66.95,137.29,88.4,81.8,3.61,1.68,6.55,8.63,1.065,2.83,2.336,50,5.991,-5.434,-129.405,-4.697,11.161,25.707,-17.396,23.8,-28.9,5,FT,0.912,12,60,142.939,2076.209,
2014-04-17 15:20:48 -0500,2,Bottom,Hyun-Jin Ryu,Michael Morse,X,82.4,151.97,90.3,83.5,3.58,1.68,6.99,7.66,0.565,2.287,2.274,50,5.958,-6.838,-132.134,-6.051,12.405,27.033,-18.503,23.8,-29.3,5.2,FT,0.908,9,52,137.781,2026.865,
2014-04-17 15:21:26 -0500,2,Bottom,Hyun-Jin Ryu,Brandon Belt,S,99.57,148.51,80.5,74.9,3.27,1.58,9.55,3.57,0.03,2.313,2.322,50,5.971,-8.245,-117.78,-2.737,13.517,20.715,-27.046,23.9,-23.9,8.6,CH,0.902,5,41,110.776,1780.778,
2014-04-17 15:21:46 -0500,2,Bottom,Hyun-Jin Ryu,Brandon Belt,X,114.16,156.29,89.4,84,3.27,1.58,6.42,6.99,-0.338,2.038,2.201,50,5.908,-8.788,-130.617,-6.284,11.345,21.483,-19.741,23.9,-25.7,5.3,FT,0.923,7,46,137.621,1869.464,
2014-04-17 15:22:21 -0500,2,Bottom,Hyun-Jin Ryu,Brandon Hicks,S,92.7,152.83,81.7,77.4,3.46,1.64,-1.21,3.91,0.21,2.168,2.338,50,6.079,-4.706,-119.727,-3.841,-1.797,17.605,-26.282,24,5.1,7.3,SL,0.906,8,59,196.96,746.426,
2014-04-17 15:22:41 -0500,2,Bottom,Hyun-Jin Ryu,Brandon Hicks,S,71.24,154.56,82.1,77,3.43,1.55,9.44,7.22,0.891,2.163,2.312,50,5.985,-6.337,-120.161,-4.666,14.048,19.376,-21.352,23.9,-30.7,7,CH,0.907,14,50,127.61,2141.03,
2014-04-17 15:23:07 -0500,2,Bottom,Hyun-Jin Ryu,Brandon Hicks,B,151.07,199.46,84,79.4,3.43,1.55,-0.54,1.8,-1.557,0.181,1.966,50,5.98,-8.422,-122.571,-8.133,-0.83,19.943,-29.31,24,3.6,8,SL,0.902,13,19,196.16,352.939,
2014-04-17 15:23:36 -0500,2,Bottom,Hyun-Jin Ryu,Brandon Hicks,B,138.2,135.56,85.5,79.5,3.43,1.55,7.7,8,-1.096,2.934,2.305,50,5.888,-10.911,-124.939,-3.427,12.302,22.508,-19.304,23.8,-27.6,5.7,CH,0.707,11,51,136.294,2067.366,
2014-04-17 15:23:57 -0500,2,Bottom,Hyun-Jin Ryu,Brandon Hicks,B,134.76,176.14,81.7,77.2,3.39,1.55,-0.02,-0.2,-0.98,1.188,2.16,50,6.032,-7.459,-119.561,-4.702,-0.031,19.306,-32.4,23.9,1.8,9.1,SL,0.906,13,62,352.191,27.68,
2014-04-17 15:24:20 -0500,2,Bottom,Hyun-Jin Ryu,Brandon Hicks,S,138.2,150.24,91.1,84.3,3.43,1.55,5.68,8.97,-1.109,2.351,2.043,50,5.912,-10.245,-133.1,-6.356,10.24,27.123,-15.925,23.8,-25.6,4.3,FF,0.884,13,48,147.782,2093.491,
2014-04-17 15:25:02 -0500,2,Bottom,Hyun-Jin Ryu,Brandon Hicks,X,79.83,144.2,82.2,77,3.43,1.55,9.34,5.56,0.632,2.546,2.199,50,5.976,-6.662,-120.344,-3.238,13.937,19.471,-23.797,23.9,-28,7.4,CH,0.906,6,39,121.009,1960.289,
2014-04-17 15:26:13 -0500,2,Bottom,Hyun-Jin Ryu,Gregor Blanco,S,131.33,150.24,90,83.4,3.17,1.55,6.94,7.47,-0.926,2.228,2.048,50,5.906,-10.089,-131.448,-5.934,12.23,26.071,-18.933,23.8,-27.2,5.2,FT,0.908,13,60,137.274,1989.395,
2014-04-17 15:26:37 -0500,2,Bottom,Hyun-Jin Ryu,Gregor Blanco,B,127.9,188.23,73.7,68.5,3.05,1.38,-0.13,-9.7,-0.856,0.682,2.053,50,6.222,-6.122,-107.868,-1.489,-0.151,21.178,-43.366,23.8,1.4,15.2,CU,0.7,13,37,359.229,1505.417,
2014-04-17 15:27:00 -0500,2,Bottom,Hyun-Jin Ryu,Gregor Blanco,X,80.69,132.97,78.9,73.1,3.17,1.55,8.96,4.22,0.61,3.031,2.301,50,6.017,-6.528,-115.564,-1.053,12.167,20.751,-26.374,23.8,-22.6,8.6,CH,0.903,3,49,115.488,1692.109,
2014-04-17 15:29:49 -0500,3,Top,Madison Bumgarner,Dee Gordon,B,95.28,120.02,89.5,82.2,3.39,1.45,5.96,10.39,0.089,3.553,3.304,50,5.794,-10.301,-130.775,-3.056,10.318,27.508,-14.104,23.8,-29,4,FF,0.859,12,58,150.275,2308.418,
2014-04-17 15:30:04 -0500,3,Top,Madison Bumgarner,Dee Gordon,S,87.55,149.38,89.9,83.7,3.43,1.49,7.42,8.52,0.376,2.318,3.45,50,5.701,-10.532,-131.369,-5.556,13.124,24.501,-17.026,23.9,-31.9,4.9,FT,0.894,6,40,139.096,2213.405,
2014-04-17 15:30:28 -0500,3,Top,Madison Bumgarner,Dee Gordon,S,118.45,151.97,90.9,83.3,3.39,1.45,7.05,10.65,-0.543,2.231,3.386,50,5.543,-12.665,-132.582,-6.132,12.512,29.169,-13.206,23.8,-33.9,4,FT,0.869,4,49,146.591,2486.472,
2014-04-17 15:31:01 -0500,3,Top,Madison Bumgarner,Dee Gordon,X,95.28,127.79,91.5,83.9,3.35,1.5,7.43,9.45,0.168,3.246,3.222,50,5.713,-10.599,-133.763,-3.659,13.419,29.632,-15.033,23.8,-35,4.3,FT,0.911,2,48,141.945,2361.033,
2014-04-17 15:31:42 -0500,3,Top,Madison Bumgarner,Justin Turner,S,93.56,151.97,84.1,77.4,3.57,1.53,9.63,6.01,0.165,2.214,3.336,50,5.574,-10.716,-122.843,-3.414,14.692,24.614,-22.932,23.8,-28.2,7.1,CH,0.91,5,50,122.173,2049.884,
2014-04-17 15:31:57 -0500,3,Top,Madison Bumgarner,Justin Turner,X,73.82,158.01,83,77.2,3.52,1.6,10.79,4.4,0.813,1.961,3.411,50,5.527,-9.627,-121.35,-3.282,16.249,21.609,-25.481,23.8,-29.3,8,CH,0.911,14,55,112.387,2100.969,
2014-04-17 15:32:38 -0500,3,Top,Madison Bumgarner,Yasiel Puig,B,161.37,152.83,92.7,84.8,3.65,1.71,8.42,6.97,-1.818,2.13,3.064,50,5.579,-15.883,-134.974,-5.537,15.45,30.92,-19.314,23.7,-30.1,5.3,FT,0.9,13,37,129.774,2160.662,
2014-04-17 15:32:56 -0500,3,Top,Madison Bumgarner,Yasiel Puig,B,161.37,143.33,87.6,81.7,3.57,1.64,3.62,3.65,-1.912,2.503,3.266,50,5.69,-14.306,-127.643,-2.937,6.037,23.277,-26.003,23.9,-7.7,6.5,SL,0.897,13,19,135.63,981.208,
2014-04-17 15:33:17 -0500,3,Top,Madison Bumgarner,Yasiel Puig,B,145.92,143.33,88.8,82,3.68,1.64,2.65,5.35,-1.423,2.611,3.343,50,5.616,-13.076,-129.508,-3.191,4.507,26.645,-23.002,23.8,-4.7,5.7,SL,0.909,13,13,153.832,1144.817,
2014-04-17 15:33:35 -0500,3,Top,Madison Bumgarner,Yasiel Puig,S,122.75,139.02,92,85.1,3.57,1.64,5.88,9.12,-0.679,2.665,3.285,50,5.544,-12.571,-134.212,-4.764,10.81,27.017,-15.342,23.8,-27.1,4,FF,0.949,4,41,147.291,2162.392,
2014-04-17 15:34:00 -0500,3,Top,Madison Bumgarner,Yasiel Puig,X,100.43,128.65,89.1,82.3,3.51,1.63,0.04,4.34,0.04,3.137,3.514,50,5.618,-8.964,-130.435,-1.614,0.067,27.127,-24.622,23.8,3.9,5.9,SL,0.905,2,24,179.494,840.015,
